joined,left,difference
1892-04-08,1892-08-10,124
1892-04-08,1892-08-10,124
1892-04-08,1892-08-10,124
1892-08-16,1893-08-25,374
1892-04-09,1892-08-10,123
1892-04-08,1892-08-10,124
1892-04-08,1892-08-10,124
1892-04-08,1892-08-10,124
1892-08-16,1893-08-25,374
1892-08-16,1892-10-30,75
1892-08-16,1893-08-24,373
1892-08-16,1893-08-24,373
1892-08-16,1893-08-19,368
1892-08-16,1893-08-25,374
1892-08-16,1893-08-25,374
1892-08-16,1893-08-19,368
1892-08-16,1893-08-19,368
1892-08-16,1893-07-10,328
1892-08-16,1893-08-19,368
1892-08-16,1893-02-14,182
1893-02-15,1893-08-24,190
1892-08-16,1893-02-25,193
1892-08-16,1893-08-19,368
1892-08-16,1893-08-25,374
1892-08-16,1893-08-19,368
1892-08-16,1893-08-19,368
1892-08-16,1893-08-19,368
1892-08-16,1893-08-19,368
1893-08-26,1893-09-23,28
1893-03-09,1893-08-02,146
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-07-11,1893-08-19,39
1893-08-26,1893-09-18,23
1893-08-02,1893-08-19,17
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-23,28
1893-08-26,1893-09-21,26
1893-08-26,1893-09-23,28
1893-09-28,1893-12-13,76
1893-09-28,1893-10-14,16
1893-09-28,1893-12-11,74
1893-09-28,1893-12-10,73
1893-09-28,1893-12-08,71
1893-09-28,1893-12-13,76
1893-09-28,1893-12-13,76
1893-09-28,1893-09-29,1
1893-09-28,1893-12-08,71
1893-09-28,1893-12-13,76
1893-09-28,1893-12-13,76
1893-09-28,1893-12-13,76
1893-09-28,1893-12-10,73
1893-09-28,1893-12-13,76
1893-09-28,1893-12-13,76
1893-09-28,1893-12-13,76
1893-09-28,1893-12-13,76
1893-09-28,1893-12-13,76
1893-09-28,1893-12-10,73
1893-09-28,1893-12-10,73
1893-09-29,1893-12-08,70
1893-12-15,1894-02-24,71
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-02-06,53
1893-12-15,1894-04-09,115
1893-10-18,1893-12-13,56
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1894-04-20,1894-09-01,134
1894-02-24,1894-04-09,44
1894-02-24,1894-04-09,44
1893-12-15,1894-04-09,115
1893-12-15,1894-04-09,115
1894-02-06,1894-04-09,62
1894-02-06,1894-02-22,16
1893-12-15,1894-02-06,53
1894-04-20,1894-09-04,137
1894-04-20,1894-05-10,20
1894-04-20,1894-09-10,143
1894-04-20,1894-09-05,138
1894-04-20,1894-09-05,138
1894-04-20,1894-09-10,143
1894-04-20,1894-09-10,143
1894-04-20,1894-09-10,143
1894-04-20,1894-05-10,20
1894-04-21,1894-09-10,142
1894-04-20,1894-09-10,143
1894-04-21,1894-09-10,142
1894-04-20,1894-09-10,143
1894-04-20,1894-09-10,143
1894-04-20,1894-05-10,20
1894-04-20,1894-09-10,143
1894-05-11,1894-09-10,122
1894-04-20,1894-09-10,143
1894-04-20,1894-09-10,143
1894-08-21,1894-09-10,20
1894-07-03,1894-08-02,30
1894-05-11,1894-08-11,92
1894-05-11,1894-09-10,122
1894-09-17,1894-11-02,46
1894-09-17,1894-09-17,0
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-10-02,1894-11-02,31
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-11-02,46
1894-09-17,1894-09-17,0
1894-09-17,1894-09-29,12
1894-09-17,1894-11-02,46
1895-12-16,1896-02-15,61
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-01-09,24
1895-12-16,1896-01-06,21
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1895-12-16,1896-03-11,86
1896-01-14,1896-02-15,32
1895-12-17,1896-06-01,167
1895-12-17,1896-03-11,85
1896-03-30,1896-07-24,116
1896-01-14,1896-03-11,57
1896-03-30,1896-07-23,115
1896-02-15,1896-03-11,25
1896-01-14,1896-03-11,57
1896-03-31,1896-05-29,59
1896-03-31,1896-07-23,114
1896-03-30,1896-07-23,115
1896-03-30,1896-07-23,115
1896-03-31,1896-07-23,114
1896-03-31,1896-05-05,35
1896-03-30,1896-07-23,115
1896-03-30,1896-07-23,115
1896-03-30,1896-07-23,115
1896-03-30,1896-07-23,115
1896-03-30,1896-05-29,60
1896-03-30,1896-07-23,115
1896-03-30,1896-07-23,115
1896-03-30,1896-07-23,115
1896-03-31,1896-07-23,114
1896-03-30,1896-06-17,79
1896-03-30,1896-07-23,115
1896-03-30,1896-06-17,79
1896-05-29,1896-06-17,19
1896-07-20,1896-07-23,3
1896-05-29,1896-06-17,19
1896-06-17,1896-07-23,36
1896-07-17,1896-07-23,6
1896-05-04,1896-07-23,80
1896-06-17,1896-07-23,36
1897-06-17,1896-07-13,339
1896-06-17,1896-06-17,0
1896-07-28,1896-10-21,85
1896-07-28,1896-10-21,85
1896-07-28,1896-10-21,85
1896-07-28,1896-10-21,85
1896-07-29,1896-09-13,46
1896-07-29,1896-10-21,84
1896-07-28,1896-10-21,85
1896-07-28,1896-10-21,85
1896-07-28,1896-10-21,85
1896-07-29,1896-10-21,84
1896-07-29,1896-10-21,84
1896-07-29,1896-10-03,66
1896-07-29,1896-10-21,84
1896-07-29,1896-08-25,27
1896-07-30,1896-10-21,83
1896-10-23,1896-10-24,1
1896-07-30,1896-10-21,83
1896-10-23,1896-12-17,55
1896-07-30,1896-10-21,83
1896-07-29,1896-10-21,84
1896-09-09,1896-10-21,42
1896-07-29,1896-10-21,84
1896-10-23,1896-12-17,55
1896-10-24,1896-12-17,54
1896-10-24,1896-12-17,54
1896-10-23,1896-12-17,55
1896-10-23,1896-12-17,55
1896-10-23,1896-12-17,55
1896-10-23,1896-12-17,55
1896-10-23,1896-12-17,55
1896-10-24,1896-12-17,54
1896-10-23,1896-12-17,55
1896-10-24,1896-12-17,54
1896-10-23,1896-12-17,55
1896-10-23,1896-12-17,55
1896-10-23,1896-12-17,55
1896-10-23,1896-12-17,55
1896-10-24,1896-12-17,54
1896-10-23,1896-10-24,1
1896-10-23,1896-12-17,55
1896-10-24,1896-12-17,54
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1896-12-24,1896-12-25,1
1896-12-24,1896-12-25,1
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-01-02,0
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-01-02,1897-03-14,71
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-03-18,1897-05-26,69
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-03-19,1897-05-26,68
1897-03-18,1897-05-26,69
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-12-24,1898-03-28,94
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-12-24,1898-03-28,94
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-06-01,1897-10-05,126
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1897-12-24,1898-03-28,94
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1898-04-01,1898-08-04,125
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1897-12-25,1898-03-28,93
1897-12-25,1898-01-03,9
1898-01-04,1898-03-28,83
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1898-04-01,1898-05-17,46
1898-04-01,1898-05-17,46
1898-04-01,1898-08-09,130
1898-05-17,1898-08-09,84
1898-05-16,1898-06-25,40
1898-04-01,1898-08-09,130
1898-04-01,1898-05-14,43
1898-05-16,1898-06-25,40
1898-04-01,1898-04-02,1
1898-04-02,1898-08-09,129
1898-04-01,1898-08-09,130
1898-04-01,1898-08-09,130
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-05-17,1898-08-09,84
1898-08-10,1898-08-09,1
1898-08-13,1898-10-22,70
1898-06-25,1898-08-09,45
1898-06-25,1898-08-09,45
1898-08-05,1898-08-09,4
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-17,65
1898-08-13,1898-08-15,2
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-19,67
1898-08-15,1898-10-22,68
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-13,1898-10-22,70
1898-08-15,1898-10-22,68
1898-08-13,1898-08-15,2
1898-10-27,1898-11-01,5
1898-10-28,1898-12-30,63
1898-10-27,1898-10-28,1
1898-10-27,1898-12-30,64
1898-10-27,1898-12-30,64
1898-10-27,1898-12-30,64
1898-10-27,1898-12-30,64
1898-10-19,1898-10-22,3
1898-08-15,1898-10-22,68
1898-10-27,1898-12-30,64
1898-10-27,1898-12-30,64
1898-10-27,1898-11-24,28
1898-10-27,1898-12-30,64
1898-10-27,1898-12-30,64
1898-10-28,1898-12-30,63
1898-10-27,1898-12-30,64
1898-10-27,1898-12-30,64
1898-10-28,1898-12-30,63
1898-11-01,1898-12-30,59
1898-11-24,1898-12-30,36
1898-11-01,1898-12-30,59
1898-11-01,1898-12-30,59
1898-11-01,1898-12-30,59
1898-10-27,1898-12-18,52
1898-10-28,1898-12-30,63
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-15,1900-06-01,78
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-05-04,51
1900-03-14,1900-05-04,51
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-03-14,1900-04-04,21
1900-03-14,1900-05-03,50
1900-04-04,1900-06-01,58
1900-03-14,1900-05-03,50
1900-03-14,1900-06-01,79
1900-03-14,1900-06-01,79
1900-05-14,1900-05-24,10
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-05-29,1900-06-01,3
1900-05-14,1900-05-24,10
1900-05-29,1900-06-01,3
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-03,62
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-02,1900-08-14,73
1900-06-18,1900-08-14,57
1900-08-15,1900-11-03,80
1900-08-17,1900-11-03,78
1900-06-02,1900-06-30,28
1900-08-18,1900-11-03,77
1900-06-02,1900-08-14,73
1900-08-15,1900-11-03,80
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-09-28,41
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-11-03,77
1900-08-18,1900-09-23,36
1900-08-18,1900-11-03,77
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-08-18,1900-11-03,77
1900-09-27,1900-11-03,37
1900-11-09,1901-02-07,90
1900-09-28,1900-11-03,36
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-11-10,366
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-02-07,90
1900-11-09,1901-01-08,60
1901-11-27,1901-01-08,323
1901-01-09,1901-02-07,29
1901-01-09,1901-01-28,19
1900-11-27,1901-01-08,42
1900-11-09,1901-01-08,60
1901-01-09,1901-01-28,19
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-02-05,1901-02-07,2
1901-03-09,1901-03-13,4
1901-02-05,1901-02-07,2
1901-03-09,1901-03-13,4
1901-03-09,1901-03-09,0
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-18,1901-06-06,80
1901-03-18,1901-06-06,80
1901-03-18,1901-06-06,80
1901-03-19,1901-06-06,79
1901-03-18,1901-06-06,80
1901-03-09,1901-03-13,4
1901-03-09,1901-03-13,4
1901-03-19,1901-06-06,79
1901-03-19,1901-06-06,79
1901-03-18,1901-06-06,80
1901-03-19,1901-06-06,79
1901-03-18,1901-06-06,80
1901-03-19,1901-06-06,79
1901-03-19,1901-06-06,79
1901-03-19,1901-06-06,79
1901-03-19,1901-06-06,79
1901-03-19,1901-06-06,79
1901-03-18,1901-06-06,80
1901-03-18,1901-06-06,80
1901-03-19,1901-06-06,79
1901-03-19,1901-06-19,92
1901-03-19,1901-06-06,79
1901-03-19,1901-06-19,92
1901-03-19,1901-06-06,79
1901-03-19,1901-06-19,92
1901-03-20,1901-04-10,21
1901-04-11,1901-06-06,56
1901-06-14,1902-04-14,304
1902-08-27,1902-08-18,9
1902-04-12,1902-04-24,12
1902-04-12,1902-04-14,2
1902-04-12,1902-04-14,2
1902-08-27,1902-04-07,142
1902-08-27,1902-04-10,139
1902-08-27,1902-04-07,142
1902-08-27,1902-04-10,139
1902-04-14,1902-08-18,126
1902-04-16,1902-06-19,64
1902-04-16,1902-08-18,124
1902-06-18,1902-08-18,61
1902-04-16,1902-06-18,63
1902-04-16,1902-04-24,8
1902-04-24,1902-08-18,116
1902-04-24,1902-08-18,116
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-06-02,1902-08-18,77
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-26,0
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-26,1902-08-28,2
1902-08-30,1902-10-31,62
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-01,63
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-02-26,1902-08-28,183
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-10-30,61
1902-08-30,1902-11-07,69
1902-08-30,1902-09-01,2
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-08-30,1902-11-07,69
1902-10-10,1902-11-07,28
1902-08-30,1902-11-07,69
1902-08-30,1902-09-29,30
1902-09-02,1902-11-07,66
1902-08-30,1902-11-07,69
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-01,1902-11-07,6
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-05,84
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1902-11-13,1903-02-13,92
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-06,77
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-02-18,1903-05-10,81
1903-05-22,1903-07-31,70
1903-05-22,1903-07-31,70
1903-02-18,1903-05-10,81
1903-05-22,1903-07-31,70
1903-05-22,1903-07-31,70
1903-05-23,1903-05-23,0
1903-05-23,1903-07-31,69
1903-05-22,1903-07-31,70
1903-05-22,1903-07-31,70
1903-05-23,1903-05-23,0
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-05-22,1903-07-31,70
1903-05-23,1903-07-31,69
1903-05-22,1903-07-31,70
1903-05-22,1903-07-31,70
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-05-23,1903-07-31,69
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-09-05,28
1903-08-08,1903-11-12,96
1903-05-23,1903-07-31,69
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-20,104
1903-08-08,1903-11-12,96
1903-09-07,1903-11-20,74
1903-08-18,1903-11-20,94
1903-08-08,1903-11-12,96
1903-08-18,1903-11-20,94
1903-08-18,1903-11-12,86
1903-08-18,1903-11-20,94
1903-08-08,1903-11-20,104
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-01,91
1903-12-01,1904-03-06,96
1903-12-01,1904-03-07,97
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-03,93
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-07,97
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-01,91
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1903-12-01,1904-03-06,96
1904-03-29,1904-04-13,15
1903-12-01,1904-03-06,96
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-01-06,1904-03-06,60
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1904-03-29,1904-04-13,15
1868-08-14,1868-12-31,139
1868-07-01,1868-11-22,144
1868-07-01,1868-11-22,144
1869-12-10,1869-12-29,19
1863-11-21,1863-06-01,173
1863-11-21,1863-05-22,183
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-06-01,173
1863-11-21,1863-03-13,253
1863-06-20,1864-01-16,210
1863-06-20,1864-01-16,210
1863-06-20,1863-01-16,155
1863-06-20,1863-01-16,155
1863-06-20,1864-01-16,210
1863-06-22,1864-05-16,329
1863-06-20,1864-01-16,210
1863-07-06,1863-01-16,171
1864-02-13,1864-09-13,213
1863-08-28,1863-01-16,224
1863-07-06,1863-01-16,171
1864-02-13,1864-09-13,213
1864-02-13,1864-09-13,213
1863-07-07,1863-08-28,52
1864-02-19,1864-09-13,207
1864-04-26,1864-09-06,133
1864-02-19,1864-05-31,102
1864-02-19,1864-09-13,207
1864-02-19,1864-09-06,200
1864-02-19,1864-09-13,207
1864-02-19,1864-09-13,207
1864-02-19,1864-09-13,207
1864-02-19,1864-09-13,207
1865-10-03,1866-04-02,181
1865-10-03,1866-04-02,181
1865-09-27,1866-03-18,172
1865-09-21,1865-12-23,93
1865-09-26,1865-12-23,88
1865-10-06,1865-12-23,78
1865-10-12,1866-04-02,172
1865-12-14,1866-04-02,109
1865-10-10,1865-11-29,50
1865-10-10,1866-04-02,174
1865-09-21,1865-10-21,30
1865-10-06,1865-12-30,85
1865-12-14,1865-12-30,16
1865-12-14,1866-04-02,109
1865-09-19,1866-04-02,195
1866-05-24,1866-12-24,214
1866-05-24,1866-12-03,193
1866-05-24,1866-12-24,214
1866-05-24,1866-12-04,194
1866-05-24,1866-12-24,214
1865-12-22,1866-04-02,101
1866-01-02,1866-04-02,90
1866-01-02,1866-04-02,90
1866-01-02,1866-04-02,90
1866-05-24,1866-12-24,214
1866-05-24,1866-12-24,214
1866-05-24,1866-12-24,214
1866-05-24,1866-12-24,214
1866-05-24,1866-12-24,214
1866-05-24,1866-12-24,214
1866-05-24,1866-12-24,214
1867-02-27,1867-06-12,105
1867-02-27,1867-06-15,108
1867-02-27,1867-06-15,108
1867-02-26,1867-09-23,209
1867-02-27,1867-09-18,203
1867-02-27,1867-09-18,203
1867-02-26,1867-09-21,207
1867-02-26,1867-09-23,209
1867-06-15,1867-09-19,96
1867-02-27,1867-09-19,204
1867-03-03,1867-09-19,200
1867-02-26,1867-09-19,205
1867-03-06,1867-09-19,197
1867-05-07,1867-09-19,135
1867-06-15,1867-09-19,96
1867-11-13,1868-04-30,169
1867-11-13,1868-04-30,169
1867-11-13,1868-04-30,169
1867-11-13,1868-04-30,169
1867-11-14,1868-05-21,189
1867-11-14,1868-05-21,189
1867-11-19,1868-04-30,163
1867-11-13,1868-04-30,169
1867-11-13,1868-04-30,169
1868-05-06,1868-05-21,15
1868-05-06,1868-05-21,15
1868-06-17,1869-02-05,233
1868-06-17,1869-06-19,367
1868-06-17,1869-02-05,233
1868-06-17,1869-03-05,261
1868-05-06,1868-05-21,15
1868-05-06,1868-05-21,15
1868-05-06,1868-05-21,15
1868-05-06,1868-05-21,15
1868-06-17,1869-02-05,233
1868-06-18,1869-02-05,232
1868-06-17,1869-02-05,233
1868-06-17,1869-02-05,233
1868-06-18,1869-02-05,232
1868-06-17,1869-02-05,233
1868-06-18,1869-02-05,232
1868-06-17,1869-02-05,233
1868-10-26,1869-02-05,102
1869-02-10,1869-02-19,9
1869-02-05,1869-02-19,14
1869-02-07,1869-02-19,12
